Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
AMIK BSI Sukabumi,0.020631627,0.022747157,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.678091974
STMIK Cikarang,0.018758645,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.683518995
STMIK Mardira Indonesia,0.015848317,0.017497813,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.674664382
Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung,0.031552559,0.034995626,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.682376464
Sekolah Tinggi Ilmu Kesehatan Respati,0.009883587,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.682947729
Politeknik Kesehatan TNI-AU Ciumbuleuit,0.022735131,0.025371829,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.681233933
STMIK Bina Insani,0.01530083,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.68409026
Akademi Kebidanan Tiara Bunda,0.003573075,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.677806341
Sekolah Tinggi Ilmu Kesehatan Medistra,0.036076533,0.039370079,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.690659811
STMIK Rosma,0.018931535,0.020122485,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.695515567
Sekolah Tinggi Bahasa Asing Yapari,0.029996542,0.032370954,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.690945444
Akademi Kebidanan Bhakti Asih Purwakarta,0.009249654,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.692087975
Politeknik LP3I Bandung,0.181794606,0.190726159,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.707226507
STKIP Persatuan Islam,0.01293799,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.70865467
Sekolah Tinggi Ilmu Kesehatan Dharma Husada,0.04241586,0.043744532,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.710082833
Sekolah Tinggi Kesehatan Indonesia Wirautama,0.009537805,0.009623797,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.709797201
Sekolah Tinggi Hukum Galunggung,0.013082065,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.702942017
Akademi Keperawatan Bidara Mukti,0.00466805,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.706369609
Universitas BSI,0.067254495,0.067366579,0.176470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.714367324
Sekolah Tinggi Bahasa Asing JIA,0.016107653,0.015748031,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.718937446
Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani,0.065237437,0.066491689,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.72036561
STKIP Garut,0.08973029,0.090113736,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.715224222
Akademi Sekretari Dan Manajemen Kencana Bandung,0.004869756,0.004374453,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.7246501
STMIK Bani Saleh,0.043741355,0.043744532,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.717794916
STMIK Dharma Putra,0.010286999,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.734075978
Sekolah Tinggi Ilmu Administrasi Bagasasi,0.017461964,0.016622922,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.728363325
Sekolah Tinggi Teknologi Duta Bangsa,0.029506685,0.0279965,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.73636104
Sekolah Tinggi Ilmu Ekonomi Pandu Madania,0.017260258,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.731505284
Sekolah Tinggi Hukum Bandung,0.028613416,0.02712161,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.727506427
STAI Ma`had `Ali Cirebon,0.004120562,0.003499563,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.735504142
Sekolah Tinggi Ilmu Kesehatan Holistik,0.00230521,0.001749781,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.737217938
Sekolah Tinggi Ilmu Kesehatan Garut,0.003198479,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.73321908
Akademi Sekretari Dan Manajemen Ariyanti,0.018038266,0.016622922,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.738074836
Sekolah Tinggi Pariwisata Ars Internasional,0.002391655,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.741216795
Politeknik Kesehatan Bhakti Pertiwi Husada,0.024896266,0.018372703,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.744073122
Sekolah Tinggi Ilmu Kesehatan Bina Putra Banjar,0.014148225,0.01312336,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.74493002
Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,0.011583679,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.742359326
AMIK Al-Ma soem,0.011468419,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.738646101
AMIK Bumi Nusantara,0.006886814,0.006124234,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.746929449
Politeknik Agroindustri,0.004178193,0.003499563,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.743216224
Akademi Perdagangan Bandung,0.002391655,0.001749781,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.747215081
AMIK BSI Bogor,0.067369756,0.062117235,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.750928306
Politeknik Perdana Mandiri,0.013773628,0.012248469,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.756069694
Sekolah Tinggi Ilmu Ekonomi Pertiwi,0.056131858,0.048993876,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.760639817
Sekolah Tinggi Ilmu Kesehatan Sukabumi,0.023916551,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.768637532
STKIP Siliwangi,0.20280083,0.17847769,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.76092545
STMIK Pasim Sukabumi,0.022418165,0.019247594,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.769208797
Institut Agama Islam Darussalam (IAID) Ciamis Jawa Barat,0.03290687,0.028871391,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.764924307
Sekolah Tinggi Ilmu Hukum IBLAM,0.032733979,0.028871391,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.769780063
Politeknik Pos Indonesia,0.061779622,0.05424322,0.147058824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.763781777
Universitas Majalengka,0.19819041,0.087489064,0.338235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.770636961
STISIP Widyapuri Mandiri,0.024608114,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.774064553
STMIK DCI,0.009710696,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.774635818
Sekolah Tinggi Teknologi Texmaco,0.023858921,0.020122485,0.147058824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.774350186
Sekolah Tinggi Teknologi Nusa Putra,0.031091517,0.025371829,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.786346758
STAI Al-Musaddadiyah Garut,0.017289073,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.787203656
STMIK IKMI Cirebon,0.031639004,0.026246719,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.783776064
Sekolah Tinggi Ilmu Ekonomi YPN,0.023657215,0.019247594,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.782919166
Akademi Keperawatan YPIB Majalengka,0.00584947,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.780919737
Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang,0.018211157,0.014873141,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.782062268
Sekolah Tinggi Ilmu Ekonomi Pasundan,0.047890733,0.038495188,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.78977435
Sekolah Tinggi Farmasi Bandung,0.05074343,0.04111986,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.791488146
Sekolah Tinggi Ilmu Ekonomi Cirebon,0.025040341,0.019247594,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.798628963
Akademi Kebidanan Bakti Indonesia Bogor,0.002881512,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.799200229
Sekolah Tinggi Ilmu Ekonomi Sebelas April,0.027748963,0.021872266,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.79834333
Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,0.01169894,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.803484719
Politeknik Geologi Dan Pertambangan Agp,0.009422545,0.006999125,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.801199657
Sekolah Tinggi Teknologi Cirebon,0.010603965,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.797772065
STKIP Nahdlatul Ulama Indramayu,0.006368142,0.004374453,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.813767495
Sekolah Tinggi Ilmu Komunikasi Bandung,0.010748041,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.807769209
Sekolah Tinggi Ilmu Administrasi Sebelas April,0.021553711,0.015748031,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.817195087
AMIK BSI Bekasi,0.182457354,0.13735783,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.814910026
STKIP PGRI Sukabumi,0.023657215,0.017497813,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.815766924
Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien,0.018355233,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.825478435
Akademi Kebidanan Farama Mulya,0.007924159,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.828049129
Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,0.013658368,0.009623797,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.824907169
Sekolah Tinggi Ilmu Ekonomi Dewantara,0.019680728,0.01399825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.825192802
STIEB Perdana Mandiri,0.02486745,0.020122485,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.827477863
Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),0.042214154,0.029746282,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.830905456
Akademi Pariwisata Citra Buana Indonesia,0.004466344,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.830048558
Sekolah Tinggi Farmasi Indonesia Bandung,0.014090595,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.832333619
Sekolah Tinggi Teknologi Informatika Sony Sugema,0.02120793,0.014873141,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.832619252
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung,0.014638082,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.83776064
Akademi Kebidanan Graha Husada Cirebon,0.011151452,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.844044559
AMIK Sultan Agung,0.011036192,0.006999125,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.846615253
STMIK Sumedang,0.036854541,0.024496938,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.849185947
Sekolah Tinggi Ilmu Ekonomi Kesatuan,0.074804057,0.049868766,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.848329049
Sekolah Tinggi Ilmu Kesehatan Bhakti Kencana,0.042876902,0.0279965,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.850328478
Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,0.009941217,0.006124234,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.85061411
STMIK Tulus Cendekia,0.024204703,0.015748031,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.848614682
Sekolah Tinggi Analis Bakti Asih,0.026999769,0.017497813,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.851471008
Sekolah Tinggi Teknologi Wastukancana,0.05535385,0.035870516,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.854327335
Akademi Keperawatan Antariksa,0.006425772,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.861753785
Akademi Keperawatan RS Efarina,0.006396957,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.858326193
STISIP Tasikmalaya,0.01890272,0.011373578,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.864038846
Akademi Sekretari Manajemen Taruna Bakti,0.019479023,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.866038275
Sekolah Tinggi Ilmu Ekonomi Triguna,0.037603734,0.022747157,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.868037704
Akademi Maritim Suaka Bahari,0.015041494,0.008748906,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.871750928
STMIK Subang,0.020948594,0.012248469,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.868608969
Sekolah Tinggi Ilmu Kesehatan Mitra Kencana,0.02357077,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.870608398
Akademi Teknologi Bandung,0.009624251,0.005249344,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.872607826
Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa,0.097164592,0.058617673,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.874892888
AMIK Citra Buana Indonesia,0.037402029,0.021872266,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.872893459
Sekolah Tinggi Ilmu Ekonomi BII Bekasi,0.015387275,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.876035418
Sekolah Tinggi Ilmu Administrasi Menara Siswa,0.039880129,0.022747157,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.880605541
Sekolah Tinggi Ilmu Ekonomi Kalpataru,0.052616413,0.029746282,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.886032562
STKIP Subang,0.063479714,0.035870516,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.884890031
STMIK Pamitran,0.018729829,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.894030277
Akademi Pariwisata Sandhy Putra,0.001210235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.890602685
STIE Pasim Sukabumi,0.043107423,0.022747157,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.896886604
STKIP Sebelas April,0.141338174,0.074365704,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.898314767
Akademi Maritim Cirebon,0.017865376,0.008748906,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.903456155
Institut Manajemen Koperasi Indonesia,0.062932227,0.031496063,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.904313053
Politeknik Sukabumi,0.032388197,0.015748031,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.908026278
Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,0.03060166,0.014873141,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.907455013
Sekolah Tinggi Ilmu Ekonomi Yasmi,0.032042416,0.014873141,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.916880891
Akademi Kebidanan Cianjur,0.01417704,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.916309626
STMIK Bandung,0.019911249,0.008748906,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.919737218
