Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
Akademi Sekretari Dan Manajemen BSI Bandung,0.005359613,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.369608683
Sekolah Tinggi Ilmu Kesehatan YPIB,0.005532503,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.382176521
STMIK Catur Insan Cendekia,0.010402259,0.02712161,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.373893173
Akademi Kebidanan Respati,0.002045874,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.373036275
Akademi Perpajakan Padang (AKAP) Bekasi,0.000778008,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.402742074
Politeknik Piksi Ganesha,0.052904564,0.122484689,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.40445587
Sekolah Tinggi Teknologi Mandala,0.014465191,0.034120735,0.176470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.396458155
Politenik Kesehatan Yapkesbi Sukabumi,0.009768326,0.023622047,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.405027135
Akademi Sekretari Dan Manajemen Insulindo,0.004466344,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.393316195
Akademi Farmasi Muhammadiyah Kabupaten Kuningan,0.002708621,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.401885176
Akademi Kebidanan Bandung,0.00224758,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.402170808
Sekolah Tinggi Ilmu Kesehatan Cirebon,0.042242969,0.102362205,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.405884033
Akademi Kebidanan Isma Husada Cirebon,0.001815353,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.397600686
STIKES Mitra Keluarga,0.007751268,0.018372703,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.415595544
Universitas Wanita Internasional,0.023772476,0.056867892,0.147058824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.392459297
Sekolah Tinggi Ilmu Kesehatan Santo Borromeus,0.013571923,0.028871391,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.438160526
Akademi Keperawatan Al-Ikhlas Cisarua,0.00123905,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.42587832
Sekolah Tinggi Ilmu Kesehatan Medika Cikarang,0.01057515,0.023622047,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.43644673
STMIK Dharma Negara,0.005820655,0.012248469,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.436732362
STIT At-Taqwa Ciparay Bandung,0.002823882,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.437017995
AMIK BSI Bandung,0.012851544,0.0279965,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.421879463
Akademi Keperawatan Dharma Husada Cirebon,0.003227294,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.422450728
Sekolah Tinggi Ilmu Bahasa Asing Invada,0.007693638,0.016622922,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.435589831
Sekolah Tinggi Teknologi Geusan Ulun,0.005359613,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.435875464
Akademi Kebidanan Ar-Rahmah Bandung,0.004466344,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.422736361
Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien,0.005446058,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.431305341
Akademi Keperawatan Raflesia,0.003371369,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.421308198
Akademi Kebidanan Prima Indonesia,0.00461042,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.425307055
Akademi Kebidanan Bhakti Bangsa,0.008529276,0.016622922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.447300771
Sekolah Tinggi Ilmu Ekonomi Gici,0.032676349,0.067366579,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.459297344
Sekolah Tinggi Teknologi YBS Internasional,0.005244352,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.462439303
"STAI Al-Falah Cicalengka, Bandung",0.002708621,0.005249344,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.45672665
Akademi Tata Boga Bandung,0.005301982,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.465866895
Akademi Kebidanan Al-Ikhlas Cisarua,0.00230521,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.471579549
STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,0.004985016,0.009623797,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.485289917
Akademi Industri Tekstil Bandung,0.004639235,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.466152528
Sekolah Tinggi Teknologi Cipasung,0.003659521,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.471865181
Sekolah Tinggi Bahasa Asing IEC Bekasi,0.001930613,0.003499563,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.483576121
Sekolah Tinggi Ilmu Kesehatan ‘Aisyiyah Bandung,0.014580452,0.02712161,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.484718652
STMIK IM,0.011987091,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.493287632
Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,0.009220839,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.496143959
Politeknik TEDC,0.047112725,0.083114611,0.205882353,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.497572122
Sekolah Tinggi Ilmu Kesehatan Kuningan Garawangi,0.020055325,0.034995626,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.504141674
STAI Darussalam Sukabumi,0.002132319,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.502142245
Universitas Putra Indonesia,0.013888889,0.024496938,0.147058824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.508711797
Akademi Teknik Mesin Industri Cikarang,0.007117335,0.012248469,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.491002571
Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi,0.019824804,0.032370954,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.524992859
Sekolah Tinggi Sains Dan Teknologi Indonesia,0.013773628,0.023622047,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.511853756
Sekolah Tinggi Ilmu Ekonomi STEMBI,0.012909175,0.021872266,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.510711225
STAI Al-Aulia Bogor,0.002766252,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.52299343
Akademi Kebidanan Syahida Komunika,0.001152605,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.514138817
Politeknik Gunakarya Indonesia Bekasi,0.009076763,0.014873141,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.51870894
Akademi Kebidanan Bhakti Nugraha,0.009739511,0.016622922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.51442445
Sekolah Tinggi Ilmu Kesehatan Bani Saleh,0.01417704,0.023622047,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.525278492
Politeknik Mitra Kusuma,0.007347856,0.012248469,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.519280206
Sekolah Tinggi Ilmu Keperawatan PPNI Jawa Barat,0.014782158,0.025371829,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.52613539
STAI Nur El Ghazy Bekasi,0.001728907,0.002624672,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.526992288
Akademi Pariwisata Bandung,0.001210235,0.001749781,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.529848615
Politeknik Triguna Tasikmalaya,0.006541033,0.010498688,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.520422736
Akademi Fisioterapi Rumah Sakit Dustira,0.00348663,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.531848043
Akademi Kebidanan Sayid Sabiq Indramayu,0.002852697,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.538131962
Sekolah Tinggi Ilmu Ekonomi Tri Bhakti,0.013543107,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.537275064
Politeknik Kelapa Sawit Citra Widya Edukasi,0.014465191,0.022747157,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.540702656
STMIK LPKIA Bandung,0.016194099,0.026246719,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.544701514
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,0.017865376,0.028871391,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.546986575
STMIK Kharisma Karawang,0.010863301,0.016622922,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.55812625
Akademi Pariwisata Yasmi Cirebon,0.003659521,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.568409026
Sekolah Tinggi Teknologi Bandung,0.00703089,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.554413025
Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,0.018384048,0.02712161,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.564981434
Akademi Radiognostik Dan Radioterapi Yapenpernus,0.002535731,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.555269923
Akademi Pariwisata Siliwangi,0.003025588,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.568694659
Akademi Keperawatan RS Dustira,0.007693638,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.553270494
Sekolah Tinggi Ilmu Ekonomi Tridharma,0.014148225,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.552127963
Akademi Kebidanan Bhakti Husada Cikarang,0.004523974,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.572979149
Sekolah Tinggi Ilmu Kesehatan Indramayu,0.01777893,0.025371829,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.583547558
STIE Dharma Negara,0.008558091,0.012248469,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.585832619
Sekolah Tinggi Ilmu Kesehatan Rajawali,0.021294375,0.030621172,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.587546415
AMIK Purnama Niaga,0.007002075,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.570694087
Akademi Kebidanan YPSDMI,0.008010604,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.572693516
Sekolah Tinggi Ilmu Ekonomi Stan Im,0.018326418,0.026246719,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.578120537
STEI LPPM Padalarang,0.001440756,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.588403313
STKIP Pasundan,0.080365376,0.115485564,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.571836618
Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung,0.024435224,0.034995626,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.578691802
STIKES Karsa Husada Garut,0.030515214,0.044619423,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.58697515
Akademi Sekretari Dan Manajemen Bina Insani,0.009422545,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.590117109
Sekolah Tinggi Ilmu Ekonomi Cipasung,0.008010604,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.596115396
Politeknik Al-Islam Bandung,0.01175657,0.015748031,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.59868609
Akademi Telekomunikasi Bogor,0.003342554,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.592116538
Sekolah Tinggi Hukum Pasundan,0.005388428,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.592973436
Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,0.011641309,0.015748031,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.604684376
STIKES Muhammadiyah Ciamis,0.032013601,0.043744532,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.604970009
STAI Syamsul Ulum Gunung Puyuh,0.005935915,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.604113111
Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,0.00348663,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.598114824
Akademi Keperawatan Bhakti Kencana Bandung,0.007059705,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.612967724
Universitas Nahdlatul Ulama Cirebon,0.036854541,0.047244094,0.205882353,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.610682662
Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,0.015502536,0.020122485,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.612396458
Sekolah Tinggi Ilmu Administrasi Sandikta,0.002218764,0.002624672,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.618109112
Akademi Manajemen Informatika Dan Komputer Hass,0.010258183,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.625249929
Akademi Kebidanan Bogor Husada,0.008788612,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.61468152
STMIK Amik Bandung,0.022187644,0.028871391,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.615538418
Akademi Bahasa Asing Internasional Bandung,0.003573075,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.611253927
Akademi Keperawatan Muhammadiyah Cirebon,0.006656293,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.629248786
Akademi Kebidanan Muhammadiyah Cirebon,0.008759797,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.63181948
STMIK WIT Cirebon,0.02587598,0.032370954,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.640959726
Sekolah Tinggi Ilmu Kesehatan Bakti Tunas Husada,0.031869525,0.039370079,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.639531562
STIKES Kharisma Karawang,0.020718073,0.026246719,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.642102256
Akademi Farmasi Bumi Siliwangi,0.001037344,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.650099971
Akademi Farmasi Muhammadiyah Cirebon,0.009653066,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.648671808
Sekolah Tinggi Hukum Garut,0.008817427,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.645815481
Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,0.01057515,0.012248469,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.656098258
STMIK Nusa Mandiri Sukabumi,0.011727755,0.01399825,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.65638389
Akademi Akuntansi Bina Insani,0.005388428,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.658383319
STMIK Mercusuar,0.028555786,0.032370954,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.667523565
Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,0.010200553,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.665809769
Sekolah Tinggi Ilmu Komputer Poltek Cirebon,0.027835408,0.031496063,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.666095401
Akademi Analisi Kesehatan An-Nasher,0.00478331,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.661239646
